,Ticker,Company Name,Country,Sector,Subsector,Environmental SCORE,Social SCORE,Governance SCORE,Assets,"Cash and Cash Equivalents, at Carrying Value",Final Revenue,Gross Profit,Income from Continuing Operations before Taxes,Operating Income (Loss),Total Equity,Total Liabilities and Equity,Net Income (Loss),"Cash and Cash Equivalents, Period Increase (Decrease)",Target
358,IOSP,INNOSPEC INC,US,Specialty Chemicals,Specialty Chemicals,5.2,3.3,6.8,"1,001,000,000","113,400,000","212,100,000","76,200,000","76,200,000","25,600,000","618,800,000","1,001,000,000",,"-23,500,000",1
359,INVA,"INNOVIVA, INC",US,Pharmaceuticals,Pharmaceuticals,2.9,3.9,4.3,"387,829,000","151,778,000","24,176,000",,,"17,532,000","-361,969,000","387,829,000","4,435,000","-7,402,000",0
360,INGN,Inogen Inc,US,Health Care Equipment & Supplies,Health Care Equipment,6.6,6.7,6.2,"180,782,000","72,400,000","42,989,000","21,279,000","21,279,000","3,277,000","150,571,000","168,400,000","2,521,000","6,294,000",1
361,INO,"INOVIO PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,7.1,4.5,5.5,"211,288,392","41,624,045","8,110,155",,,"-15,450,618","170,971,885","211,288,392","-8,042,820","-16,008,648",1
362,NSIT,"INSIGHT ENTERPRISES, INC",US,"Electronic Equipment, Instruments & Components",Technology Distributors,2.8,4.4,6.3,"1,749,167,000","173,910,000","1,168,982,000","161,108,000","161,108,000","13,633,000","687,483,000","1,749,167,000","6,888,000","-14,068,000",1
363,INSM,INSMED INCORPORATED,US,Biotechnology,Biotechnology,2.9,3.6,5.9,"327,706,000","252,872,000",,,,"-33,067,000","282,463,000","327,706,000","-33,532,000","-30,004,000",0
364,IIIN,"INSTEEL INDUSTRIES, INC",US,Building Products,Building Products,1.7,3.6,5.0,"265,320,000","45,619,000","107,414,000","18,615,000","10,842,000",,"189,406,000","265,320,000","7,152,000",,0
365,PODD,INSULET CORPORATION,US,Health Care Equipment & Supplies,Health Care Equipment,6.5,6.9,6.3,"254,774,000","111,635,000","81,213,000","44,051,000","-10,625,000","-7,699,000","26,396,000","254,774,000","-12,481,000","-11,037,000",1
366,IART,INTEGRA LIFESCIENCES HOLDINGS CORPORATION,US,Health Care Equipment & Supplies,Health Care Equipment,7.6,5.8,5.5,"1,830,262,000","77,086,000","236,770,000","151,997,000","14,995,000","22,100,000","776,387,000","1,830,262,000","13,419,000","28,954,000",1
367,INTC,ALTERA CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,7.5,5.9,5.7,,,"13,702,000,000","8,130,000,000","8,130,000,000","2,568,000,000",,,"2,046,000,000","-12,247,000,000",1
368,INTC,INTEL CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,7.5,5.9,5.7,,,"13,702,000,000","8,130,000,000","8,130,000,000","2,568,000,000",,,"2,046,000,000","-12,247,000,000",1
369,NTLA,"INTELLIA THERAPEUTICS, INC",US,Biotechnology,Biotechnology,7.1,5.0,4.8,"75,540,000","64,192,000",,,,"-6,694,000","-27,142,000","75,540,000","-6,689,000","-11,624,000",1
370,IBKR,"INTERACTIVE BROKERS GROUP, INC",US,Investment Banking & Brokerage,Investment Banking & Brokerage,6.7,3.2,2.0,"50,186,000,000","1,747,000,000","507,000,000",,,,"897,000,000","50,186,000,000",,"146,000,000",0
371,ICPT,"INTERCEPT PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,5.5,2.9,4.5,"593,375,000","49,205,000","445,000",,,"-127,400,000","488,333,000","593,375,000","-126,674,000","16,463,000",0
372,TILE,"INTERFACE, INC",US,Commercial Services & Supplies,Office Services & Supplies,7.0,5.0,3.9,"756,549,000","75,696,000","222,554,000","86,632,000","19,059,000","21,027,000","342,366,000","756,549,000","12,894,000","7,516,000",0
373,IBOC,INTERNATIONAL BANCSHARES CORPORATION,US,Banks,Regional Banks,0.0,3.9,4.4,"11,878,689,000","258,470,000",,,"50,119,000",,"1,700,297,000","11,878,689,000","32,984,000",,1
374,IPAR,"INTER PARFUMS, INC",US,Household & Personal Products,Personal Products,2.4,3.7,3.2,"712,077,000","151,462,000","111,522,000","71,317,000","17,198,000","17,531,000","382,239,000","712,077,000","7,334,000","-25,505,000",0
375,XENT,"INTERSECT ENT, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.2,7.5,5.3,"136,820,000","37,960,000","16,692,000","13,482,000","13,482,000","-8,406,000","124,193,000","136,820,000","-8,221,000","3,151,000",1
376,ITCI,Intra-Cellular Therapies Inc,US,Pharmaceuticals,Pharmaceuticals,3.0,4.7,4.7,"463,661,840","37,240,565",,,,"-28,497,853","452,744,421","463,661,840","-27,841,449","-9,918,738",1
377,INTU,INTUIT INC,US,Software & Services,Application Software,5.7,5.5,6.1,"4,349,000,000","334,000,000","2,304,000,000",,"1,277,000,000","1,285,000,000","641,000,000","4,349,000,000","1,026,000,000",,1
378,ISRG,"INTUITIVE SURGICAL, INC",US,Health Care Equipment & Supplies,Health Care Equipment,8.0,4.2,6.5,"5,306,300,000","980,500,000","594,500,000","405,000,000","184,500,000","179,000,000","4,750,400,000","5,306,300,000","136,400,000","265,900,000",1
379,ISBC,"INVESTORS BANCORP, INC",US,Banks,Regional Banks,0.6,4.2,3.7,"21,189,970,000","143,669,000",,,"71,124,000",,"3,215,726,000","21,189,970,000","44,669,000","-5,235,000",0
380,IONS,"IONIS PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,5.1,4.5,3.9,"875,819,000","93,337,000","36,874,000",,,"-54,652,000","158,162,000","875,819,000","-62,917,000",,0
381,IPGP,IPG PHOTONICS CORPORATION,US,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,4.0,4.0,5.3,"1,550,100,000","613,692,000","207,248,000","114,410,000","70,218,000","70,019,000","1,345,856,000","1,550,100,000","49,326,000","31,160,000",0
382,IRTC,iRhythm Technologies Inc,US,Health Care Equipment & Supplies,Health Care Equipment,6.7,5.6,5.2,,"14,245,000","12,854,000","8,195,000","8,195,000","-4,871,000",,,"-6,126,000",,1
383,IRBT,IROBOT CORPORATION,US,Household Durables,Household Appliances,4.0,5.7,5.8,"521,743,000","179,915,000","130,804,000","61,961,000","5,729,000","5,529,000","417,411,000","521,743,000","3,932,000","36,075,000",1
384,IRWD,"IRONWOOD PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,5.3,3.3,6.2,"603,325,000","280,926,000","66,042,000",,,"-1,968,000","90,935,000","603,325,000",,,0
385,ITRI,"ITRON, INC",US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,6.5,4.7,5.9,"1,719,677,000","132,615,000","497,590,000","163,203,000","19,410,000","23,574,000","626,589,000","1,719,677,000","10,089,000","1,597,000",1
386,JBLU,JETBLUE AIRWAYS CORPORATION,US,Airlines,Airlines,3.9,4.0,4.9,"9,062,000,000","757,000,000","1,616,000,000",,"323,000,000","349,000,000","3,414,000,000","9,062,000,000","207,000,000","439,000,000",1
387,JJSF,J & J SNACK FOODS CORP,US,Food Products,Packaged Foods & Meats,1.6,4.8,3.9,"745,107,000","89,337,000","229,710,000","68,749,000","68,749,000","23,279,000","603,440,000","745,107,000","15,588,000",,0
388,JOUT,JOHNSON OUTDOORS INC,US,Leisure Products,Leisure Products,1.3,6.0,4.9,"321,474,000","49,356,000","134,192,000","54,995,000","14,669,000","15,138,000","195,082,000","321,474,000","9,321,000",,1
389,JYNT,Joint Corp,US,Health Care Providers & Services,Health Care Facilities,6.1,5.6,6.3,"28,671,619","10,367,496","4,265,036",,,"-3,481,210","17,352,399","28,671,619","-3,525,134","-6,425,354",1
390,KALU,KAISER ALUMINUM CORPORATION,US,Metals and Mining - Non-Precious Metals,Aluminum,1.5,5.5,4.8,"1,236,600,000","70,700,000","343,200,000","80,300,000","41,400,000","44,800,000","787,800,000","1,236,600,000","26,300,000","-1,800,000",0
391,KPTI,KARYOPHARM THERAPEUTICS INC,US,Biotechnology,Biotechnology,2.9,3.8,5.4,"192,135,000","42,188,000",,,,"-27,349,000","177,036,000","192,135,000","-27,059,000","-16,170,000",0
392,KRNY,KEARNY FINANCIAL CORP,US,Banks,Thrifts & Mortgage Finance,1.4,3.0,4.0,"4,486,009,000","114,956,000",,,"5,835,000",,"1,164,746,000","4,486,009,000","4,168,000",,0
393,KFRC,KFORCE INC,US,Professional Services,Human Resource & Employment Services,8.0,5.9,6.2,"360,091,000","920,000","322,201,000","97,189,000","8,739,000","9,407,000","121,587,000","360,091,000","3,650,000","-577,000",1
394,KE,"KIMBALL ELECTRONICS, INC",US,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2.1,5.6,5.8,"508,761,000","59,826,000","214,111,000","16,185,000","7,311,000","7,078,000","324,698,000","508,761,000","7,477,000",,1
395,KBAL,"KIMBALL INTERNATIONAL, INC",US,Commercial Services & Supplies,Office Services & Supplies,5.0,5.0,6.0,"265,205,000","43,848,000","150,038,000","45,819,000","4,444,000","4,295,000","144,489,000","265,205,000","2,757,000",,1
396,KNSL,"KINSALE CAPITAL GROUP, INC",US,Property & Casualty Insurance,Property & Casualty Insurance,0.7,2.5,7.2,,"25,980,000","32,718,000",,,,"120,841,000",,"5,257,000","1,436,000",0
397,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC",US,Aerospace & Defense,Aerospace & Defense,2.8,5.7,5.0,"884,400,000","20,100,000","153,000,000","35,900,000","-18,600,000","-10,200,000","234,700,000","884,400,000","-22,200,000","-8,400,000",1
398,KURA,Kura Oncology Inc,US,Biotechnology,Biotechnology,7.3,4.4,4.8,"80,382,000","16,326,000",,,,,"76,066,000","80,382,000","-6,626,000","883,000",0
399,LBAI,"LAKELAND BANCORP, INC",US,Banks,Regional Banks,0.2,3.3,5.2,"4,404,233,000","213,619,000",,,,,"446,875,000","4,404,233,000","8,108,000","95,126,000",0
400,LKFN,LAKELAND FINANCIAL CORPORATION,US,Banks,Regional Banks,0.0,2.8,5.7,"3,808,907,000","80,738,000",,,"18,241,000",,"406,874,000","3,808,907,000","12,279,000","64,000",0
401,LAMR,LAMAR ADVERTISING COMPANY,US,Media & Entertainment,Specialized REITs,8.3,2.4,3.6,"3,894,512,000","28,420,000","338,533,000",,,"86,830,000","1,020,983,000","3,894,512,000","51,314,000","6,093,000",0
402,LRCX,LAM RESEARCH CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,2.5,8.6,6.0,"10,024,262,000","2,232,021,000","1,314,055,000","571,265,000","571,265,000","190,753,000","5,692,339,000","10,024,262,000","143,451,000",,1
403,LANC,LANCASTER COLONY CORPORATION,US,Food Products,Packaged Foods & Meats,0.9,5.3,5.9,"615,384,000","94,427,000","287,765,000","72,924,000","44,069,000","43,944,000","498,491,000","615,384,000","29,011,000",,0
404,LSTR,"LANDSTAR SYSTEM, INC",US,Road & Rail Transport,Trucking,5.0,3.8,6.6,"957,492,000","156,284,000","711,644,000",,,"47,932,000","482,389,000","957,492,000","29,184,000","41,764,000",1
405,LNTH,"LANTHEUS HOLDINGS, INC",US,Health Care Equipment & Supplies,Health Care Supplies,6.4,3.5,6.1,"249,263,000","38,880,000","76,474,000","33,701,000","33,701,000","17,673,000","-174,219,000","249,263,000","10,323,000","10,284,000",0
406,LSCC,LATTICE SEMICONDUCTOR CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,3.8,5.5,5.7,"785,920,000","84,606,000","96,512,000","57,104,000","-17,501,000","-13,358,000","305,520,000","785,920,000","-19,711,000","20,013,000",1
407,LAUR,"LAUREATE EDUCATION, INC",US,Diversified Consumer Services,Education Services,5.4,4.2,4.1,,"364,598,000","906,534,000",,"-92,229,000","-11,157,000",,,"-103,167,000","-94,075,000",0
408,LMAT,"LEMAITRE VASCULAR, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.3,7.1,3.7,"93,384,000","25,941,000","20,258,000","14,356,000","14,356,000","3,300,000","80,624,000","93,384,000","2,166,000","-1,510,000",1
409,TREE,"LENDINGTREE, INC",US,Consumer Finance,Consumer Finance,6.7,3.5,4.6,"268,286,000","174,226,000","94,713,000",,"11,703,000","11,845,000","208,589,000","268,286,000",,"-32,749,000",0
410,LXRX,"LEXICON PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,5.1,3.9,4.6,"611,341,000","24,681,000","12,494,000",,,"-33,871,000","252,881,000","611,341,000","-34,883,000","-178,308,000",0
411,LGIH,"LGI HOMES, INC",US,Real Estate Development & Diversified Activities,Homebuilding,4.1,5.0,5.9,"653,057,000","47,574,000","162,463,000","41,369,000","41,369,000","17,326,000",,"653,057,000","11,700,000","10,006,000",1
412,LHCG,"LHC GROUP, INC",US,Health Care Providers & Services,Health Care Services,5.9,6.1,6.5,"582,853,000",,,"86,951,000","15,225,000","16,110,000","362,710,000","582,853,000",,"-546,000",1
413,LLNW,"LIMELIGHT NETWORKS, INC",US,Software & Services,Internet Services & Infrastructure,6.7,2.9,5.1,"233,724,000","24,141,000","41,422,000","16,644,000","-5,788,000","-6,015,000","195,745,000","233,724,000","-5,946,000","-20,539,000",0
414,LECO,"LINCOLN ELECTRIC HOLDINGS, INC",US,Industrial Machinery,Industrial Machinery,3.4,5.9,4.5,"1,777,095,000","220,996,000","550,722,000","189,102,000","189,102,000","75,292,000","891,807,000","1,777,095,000",,"-83,187,000",0
415,LQDT,"LIQUIDITY SERVICES, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,1.0,6.3,5.0,"287,055,000","117,528,000","86,878,000",,"-1,117,000","-1,507,000","215,578,000","287,055,000",,,1
416,LFUS,"LITTELFUSE, INC",US,"Electronic Equipment, Instruments & Components",Electronic Components,3.6,4.9,4.6,"1,065,475,000","328,786,000","219,398,000","87,155,000","87,155,000","32,428,000","739,109,000","1,065,475,000","19,289,000","-55,922,000",1
417,LIVN,"LIVANOVA USA, INC",US,Health Care Equipment & Supplies,Health Care Equipment,8.5,4.6,6.2,"2,617,710,000","87,468,000","286,969,000","162,696,000","162,696,000","-36,105,000","1,825,233,000","2,617,710,000","-40,378,000","-25,145,000",1
418,LOB,"Live Oak Bancshares, Inc",US,Banks,Regional Banks,0.0,3.8,5.5,"1,268,541,000",,,,,,"204,408,000","1,268,541,000","4,691,000","123,949,000",0
419,LPSN,"LIVEPERSON, INC",US,Software & Services,Application Software,3.9,5.0,4.9,"222,556,000","44,556,000","55,464,000",,"-2,109,000","-2,743,000","160,762,000","222,556,000","-2,663,000","-4,247,000",1
420,LKQ,LKQ CORPORATION,US,Retail - Consumer Discretionary,Distributors,2.8,6.3,6.7,"7,356,857,000","229,220,000","1,921,476,000","760,437,000","165,661,000","185,672,000","3,234,409,000","7,356,857,000","112,171,000","141,823,000",1
421,LORL,LORAL SPACE & COMMUNICATIONS INC,US,Media & Entertainment,Cable & Satellite,6.2,3.7,4.0,"243,796,000","51,670,000",,,"-2,000,000","-1,517,000",,"243,796,000","30,686,000","-7,183,000",0
422,LPLA,LPL FINANCIAL HOLDINGS INC,US,Investment Banking & Brokerage,Investment Banking & Brokerage,5.4,3.7,6.6,"4,572,372,000","775,368,000","1,005,305,000",,,,"723,059,000","4,572,372,000","50,392,000","50,839,000",1
423,LITE,LUMENTUM HOLDINGS INC,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,2.1,3.6,6.2,,,"230,400,000","62,800,000","62,800,000","-2,300,000",,,"-7,600,000",,1
424,LMNX,LUMINEX CORPORATION,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,10.0,5.9,5.8,"404,227,000","134,302,000","62,981,000","44,806,000","11,822,000","11,801,000","377,231,000","404,227,000","8,770,000","5,756,000",1
425,MTSI,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,4.6,3.6,5.0,"898,449,000","47,808,000","133,579,000","65,525,000","65,525,000","-7,151,000","418,652,000","898,449,000","-10,649,000",,0
426,MGNX,MacroGenics Inc,US,Biotechnology,Biotechnology,7.1,4.6,4.6,"325,657,000","151,952,000","2,846,000",,,"-30,633,000","286,255,000","325,657,000","-30,363,000","-44,220,000",0
427,MDGL,"MADRIGAL PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,6.3,4.6,5.0,"52,970,000","618,000",,,,"-738,000","44,331,000","52,970,000",,,0
428,MGLN,"MAGELLAN HEALTH, INC",US,Health Care Providers & Services,Managed Health Care,6.7,4.1,4.3,"2,059,553,000","167,364,000","1,117,022,000","59,932,000","25,404,000",,,"2,059,553,000","13,237,000",,0
429,MBUU,"MALIBU BOATS, INC",US,Leisure Products,Leisure Products,2.6,5.7,5.9,"209,708,000","19,068,000","68,539,000","18,406,000","18,406,000","11,825,000","503,000","209,708,000","5,776,000",,1
430,MANH,"MANHATTAN ASSOCIATES, INC",US,Software & Services,Application Software,3.6,4.7,5.0,"303,172,000","105,812,000","149,860,000",,,"43,099,000","174,966,000","303,172,000","27,480,000","-12,604,000",1
431,MNKD,MANNKIND CORPORATION,US,Biotechnology,Biotechnology,2.9,4.0,4.9,"93,272,000","27,653,000",0,,,"-20,013,000","-373,464,000","93,272,000","-24,873,000","-31,421,000",0
432,MANT,MANTECH INTERNATIONAL CORPORATION,US,Software & Services,Research & Consulting Services,3.7,3.9,3.0,"1,526,166,000","60,404,000","390,662,000",,"21,708,000","21,945,000","1,189,527,000","1,526,166,000","13,216,000","19,090,000",0
433,MARA,"MARATHON DIGITAL HOLDINGS, INC",US,Software & Services,Application Software,0.0,1.0,6.0,"45,622,612",,"2,059,676",,"-5,918,461","-4,916,019","9,587,214","45,622,612","-3,893,413",,0
434,MKTX,MARKETAXESS HOLDINGS INC,US,Diversified Financials,Financial Exchanges & Data,8.0,1.8,6.3,"451,842,000","137,995,000","88,573,000",,,,"410,416,000","451,842,000","28,963,000","-61,733,000",1
435,MAR,"MARRIOTT INTERNATIONAL, INC",US,Hotels & Travel,"Hotels, Resorts & Cruise Lines",6.3,3.5,2.7,"6,121,000,000","99,000,000","3,772,000,000",,,"367,000,000","-3,667,000,000","6,121,000,000","219,000,000","3,000,000",0
436,MRTN,"MARTEN TRANSPORT, LTD",US,Road & Rail Transport,Trucking,4.2,4.1,4.3,"610,392,000","1,156,000","161,929,000",,,"14,125,000",,"610,392,000","8,193,000","722,000",1
437,MRVL,"MARVELL TECHNOLOGY, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,6.1,4.7,6.4,"5,442,127,000","1,278,180,000","519,383,000","275,029,000","275,029,000","-20,116,000","4,140,123,000","5,442,127,000","-22,679,000","-497,958,000",1
438,MASI,MASIMO CORPORATION,US,Health Care Equipment & Supplies,Health Care Equipment,6.5,5.0,4.4,"601,735,000","132,317,000","171,167,000","114,213,000","37,835,000","37,337,000","275,415,000","601,735,000","27,577,000","7,584,000",0
439,MTCH,"MATCH GROUP, INC",US,Interactive Media & Services,Interactive Media & Services,6.2,1.9,4.5,"1,964,884,000","135,898,000","260,401,000",,,"34,186,000","307,535,000","1,964,884,000","7,152,000","47,725,000",0
440,MAT,"MATTEL, INC",US,Leisure Products,Leisure Products,5.3,4.3,6.2,"5,968,945,000","599,708,000","869,399,000","388,671,000","-93,479,000","-49,146,000","2,475,120,000","5,968,945,000","-72,959,000","-293,106,000",1
441,MATW,MATTHEWS INTERNATIONAL CORPORATION,US,Commercial Services & Supplies,Diversified Support Services,8.3,8.6,5.5,"2,143,901,000","59,332,000","367,176,000","137,760,000","20,429,000","26,435,000","742,618,000","2,143,901,000","14,357,000",,1
442,MGRC,MCGRATH RENTCORP,US,Trading Companies & Distributors,Trading Companies & Distributors,2.7,7.0,6.4,"1,132,355,000","1,062,000","93,699,000","40,655,000","40,655,000","14,258,000","380,512,000","1,132,355,000","6,566,000","-41,000",1
443,MEDP,"MEDPACE HOLDINGS, INC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,5.8,5.4,4.3,,,"99,586,000",,,"12,869,000",,,"3,448,000",,0
444,MEET,"THE MEET GROUP, INC",US,Interactive Media & Services,Interactive Media & Services,10.0,5.5,6.7,"111,991,568","26,411,228","13,321,671",,,"2,192,716","106,187,424","111,991,568","2,354,898","7,113,190",1
445,MBWM,MERCANTILE BANK CORPORATION,US,Banks,Regional Banks,0.0,2.1,5.8,"2,926,056,000",,,,"12,500,000",,"338,553,000","2,926,056,000","8,549,000","11,290,000",0
446,MRCY,"MERCURY SYSTEMS, INC",US,Aerospace & Defense,Aerospace & Defense,3.4,8.1,6.4,"414,756,000","84,245,000","65,898,000","31,402,000","6,999,000","6,819,000","367,743,000","414,756,000","4,357,000",,1
447,VIVO,"MERIDIAN BIOSCIENCE, INC",US,Health Care Equipment & Supplies,Health Care Supplies,6.0,4.8,5.6,"258,361,000","48,946,000","51,259,000","33,572,000","33,572,000","15,156,000","169,846,000","258,361,000","9,091,000",,1
448,MMSI,"MERIT MEDICAL SYSTEMS, INC",US,Health Care Equipment & Supplies,Health Care Supplies,10.0,6.9,6.1,"803,420,000","5,162,000","138,077,000","60,100,000","5,906,000","7,706,000","472,324,000","803,420,000","4,351,000","985,000",1
449,MLAB,"MESA LABORATORIES, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.0,5.5,5.4,"160,748,000","5,695,000","24,812,000","14,996,000","5,785,000","5,843,000","84,678,000","160,748,000",,,1
450,CASH,"META FINANCIAL GROUP, INC",US,Banks,Regional Banks,0.0,3.4,5.9,"3,071,742,000","39,480,000",,,,,"313,287,000","3,071,742,000","14,283,000",,0
451,MGEE,"MGE ENERGY, INC",US,Utilities,Electric Utilities,5.0,4.5,5.1,"1,730,416,000","97,331,000","147,527,000",,,"29,531,000","697,095,000","1,730,416,000","17,028,000","15,947,000",0
452,MGPI,"MGP INGREDIENTS, INC",US,Beverages,Distillers & Vintners,2.9,5.4,6.9,"201,107,000",0,"76,835,000","17,046,000","10,931,000","10,725,000","122,961,000","201,107,000","7,059,000","-747,000",1
453,MU,"MICRON TECHNOLOGY, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,4.6,6.5,5.9,"24,819,000,000","3,078,000,000","2,934,000,000","579,000,000","-96,000,000","-5,000,000","12,264,000,000","24,819,000,000","-97,000,000",,1
454,MSFT,MICROSOFT CORPORATION,US,Software & Services,Systems Software,8.1,6.9,5.5,"181,869,000,000","7,170,000,000","20,531,000,000","12,809,000,000","5,036,000,000","5,283,000,000","74,806,000,000","181,869,000,000","3,756,000,000","-15,000,000",1
455,MSTR,MICROSTRATEGY INCORPORATED,US,Software & Services,Application Software,3.8,4.6,2.9,"693,178,000","308,887,000","119,015,000","96,192,000","96,192,000","19,796,000","467,848,000","693,178,000","14,272,000","16,546,000",0
456,MVIS,MicroVision Inc,US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2.9,4.2,6.7,"16,504,000","11,209,000","3,701,000","1,112,000","1,112,000","-3,553,000",,"16,504,000","-3,556,000","3,321,000",1
457,MSBI,"MIDLAND STATES BANCORP, INC",US,Banks,Regional Banks,1.9,3.2,5.6,"2,898,080,000","162,416,000",,,"7,896,000",,"238,386,000",,"5,119,000","-50,059,000",0
458,MOFG,"MIDWESTONE FINANCIAL GROUP, INC",US,Banks,Regional Banks,0.1,3.4,5.6,"2,964,218,000",,,,,,"301,777,000","2,964,218,000","5,544,000","13,608,000",0
459,MDXG,"MIMEDX GROUP, INC",US,Biotechnology,Biotechnology,5.1,3.4,4.8,"177,220,000","15,117,000","53,367,000","45,421,000","1,411,000","1,467,000","114,243,000","177,220,000","1,197,000","-13,369,000",0
460,MRTX,Mirati Therapeutics Inc,US,Biotechnology,Biotechnology,7.3,5.1,5.0,"112,503,000","34,555,000",,,,"-22,118,000","101,653,000","112,503,000","-21,914,000","-14,938,000",1
461,MITK,"MITEK SYSTEMS, INC",US,Software & Services,Application Software,3.6,3.3,5.9,"42,295,000","13,226,000","8,522,000",,,"631,000","33,645,000","42,295,000","582,000",,0
462,MKSI,"MKS INSTRUMENTS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,4.1,2.7,6.8,"1,290,660,000","357,855,000","183,681,000","77,913,000","77,913,000","22,559,000","1,171,069,000","1,290,660,000","17,563,000","130,281,000",0
463,MLNK,"MERIDIANLINK, INC",US,Software & Services,Application Software,4.4,4.0,5.3,"465,358,000","141,434,000","96,460,000","2,174,000","-12,757,000","-12,497,000","114,859,000","465,358,000","-12,849,000",,1
464,MCRI,"MONARCH CASINO & RESORT, INC",US,Casinos & Gaming,Casinos & Gaming,1.5,6.3,3.2,"276,578,000","18,409,000",,,"7,074,000","7,159,000","208,997,000","276,578,000",,,0
465,MDLZ,"Mondelez International, Inc",US,Food Products,Packaged Foods & Meats,5.3,4.2,4.5,"63,975,000,000",,"6,455,000,000","2,535,000,000","478,000,000","722,000,000","27,770,000,000","63,975,000,000","554,000,000","-532,000,000",1
466,MGI,"MONEYGRAM INTERNATIONAL, INC",US,Software & Services,Data Processing & Outsourced Services,6.7,3.7,4.6,"4,280,000,000","141,500,000","387,100,000",,"11,800,000","23,100,000","-224,300,000","4,280,000,000","-4,200,000","-23,000,000",0
467,MPWR,"MONOLITHIC POWER SYSTEMS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,4.6,4.4,4.7,"447,112,000","77,808,000","84,512,000","45,510,000","45,510,000","10,376,000","381,986,000","447,112,000","10,575,000","-13,052,000",0
468,MNRO,"MONRO, INC",US,Retail - Consumer Discretionary,Automotive Retail,3.7,6.8,3.8,"999,438,000","7,985,000","229,034,000","91,893,000","91,893,000","26,459,000",,"999,438,000","13,903,000",,1
469,MNST,MONSTER BEVERAGE CORPORATION,US,Beverages,Soft Drinks,3.1,3.2,4.2,"5,883,484,000","2,528,109,000","680,186,000","423,098,000","255,321,000","254,713,000","4,991,846,000","5,883,484,000",,"352,692,000",0
470,MORN,"MORNINGSTAR, INC",US,Diversified Financials,Financial Exchanges & Data,6.7,4.7,5.0,"1,032,700,000","185,200,000","192,100,000",,"42,800,000","42,300,000","630,200,000","1,032,700,000","28,700,000","-21,900,000",1
471,MYRG,MYR GROUP INC,US,Construction & Engineering,Construction & Engineering,4.0,6.8,6.9,"504,604,000","26,039,000","253,634,000","27,281,000","3,236,000","3,307,000","305,018,000","504,604,000","1,987,000","-13,758,000",1
472,MYGN,"MYRIAD GENETICS, INC",US,Biotechnology,Biotechnology,3.0,3.6,6.6,"868,200,000","120,500,000","190,500,000",,,"42,600,000","770,200,000","868,200,000","34,500,000",,0
473,NSTG,"NANOSTRING TECHNOLOGIES, INC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,5.9,4.9,5.0,"98,732,000","29,587,000","14,697,000",,,"-13,285,000","8,608,000","98,732,000","-14,603,000",,0
474,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,2.3,5.0,2.3,"62,399,000","3,294,000","19,808,000","6,108,000","6,108,000","1,214,000","47,823,000","62,399,000","1,044,000",,0
475,NDAQ,"NASDAQ, INC",US,Diversified Financials,Financial Exchanges & Data,9.0,2.1,6.2,"13,717,000,000","331,000,000","905,000,000","534,000,000","534,000,000","219,000,000","5,697,000,000","13,717,000,000","132,000,000","30,000,000",1
476,NTRA,"NATERA, INC",US,Health Care Equipment & Supplies,Biotechnology,6.7,5.0,4.6,"265,748,000","33,985,000","61,902,000","29,562,000","29,562,000","-9,605,000","181,595,000","265,748,000","-8,685,000",,0
477,NATH,"NATHANS FAMOUS, INC",US,Restaurants,Restaurants,3.0,4.7,4.6,"71,549,000","50,228,000","19,053,000","3,254,000","909,000","4,486,000","-72,336,000","71,549,000","507,000",,0
478,FIZZ,NATIONAL BEVERAGE CORP,US,Beverages,Soft Drinks,1.2,3.1,2.6,"281,632,000","86,101,000","179,034,000","65,365,000","26,351,000",,"192,948,000","281,632,000","17,537,000",,0
